1.003035,1.243751
0.821772,1.086988
1.102566,0.940434
0.999306,0.987959
0.787325,1.098841
0.967245,1.017448
0.938852,0.950121
0.928273,0.812232
1.165976,1.169523
1.078883,0.751169
1.119822,1.231219
1.063079,1.225095
0.892453,0.977319
1.175997,1.166682
0.943125,0.789557
1.232152,1.196160
0.783308,0.803924
1.033148,1.135874
0.994358,0.782454
0.873833,1.031683
1.131295,1.091077
0.799131,0.820147
0.791198,0.977404
0.882379,1.207174
0.896927,1.211262
1.208342,0.766749
1.192481,1.021421
1.241844,0.834934
1.248740,1.167841
0.751616,0.941865
1.207397,1.233769
0.888026,1.240705
0.787693,1.171174
1.126578,1.032051
1.203628,0.750411
0.813734,1.084923
1.091488,0.862865
1.155070,1.132686
1.090269,0.787449
1.089859,1.237197
1.248711,1.048201
0.753945,1.191192
0.819622,1.245789
0.776126,0.818362
1.163630,0.777743
1.010227,1.121027
0.761511,1.148253
1.111732,0.799204
1.069427,0.988310
1.081255,1.023054
0.988721,1.144989
0.857977,0.830209
0.757855,0.763047
1.212894,1.098124
0.800496,1.052754
1.085321,0.799207
0.850955,1.089266
1.240399,0.920577
1.085055,0.766525
0.988939,0.998685
0.794268,1.249167
0.869711,0.805779
1.147419,1.231443
0.854983,0.966846
0.969753,1.186239
1.239900,1.208473
1.081228,0.847877
0.788682,1.089083
0.860924,0.751576
0.937207,0.911420
1.054330,0.772528
0.960627,1.155285
1.111794,0.951027
0.825862,0.946849
0.967552,1.064802
1.195533,1.011820
1.063968,0.815245
1.067599,0.961388
0.796687,1.172583
1.178234,1.016440
1.108821,1.168134
0.974914,0.940049
0.766011,1.013596
0.779132,0.876936
1.015172,0.966339
1.038356,0.819502
0.988866,1.248983
1.224787,0.850660
0.950010,0.800649
1.047509,1.167562
1.115451,0.993042
0.929382,0.929420
1.058286,1.246981
1.140807,1.104974
1.169564,1.069041
0.871414,1.028386
0.987175,1.096328
1.218435,1.003187
0.859924,1.247567
1.130122,1.125096
0.963906,0.918478
1.194598,1.202772
0.917462,1.169385
0.803432,1.117472
1.220034,1.100940
1.035034,1.085485
0.843982,1.214416
0.764905,1.152268
1.211397,1.155712
1.007242,1.130962
0.974753,1.128656
0.909347,1.211929
0.974984,0.877782
0.965115,1.084908
0.875349,0.845238
0.960003,1.089255
1.013716,0.904601
1.042027,1.181178
0.823986,1.095458
1.048650,0.794020
